cod_un_negocio,cod_pedido,cod_material,cod_material_pai,apresentacao_combo,dt_venda,dt_hora_venda,cod_ciclo,des_ciclo,marca_ind,categoria_final_nivel1,uf,regiao,des_cidade,vlr_receita_bruta_omni,vlr_receita_faturada,vlr_venda_pago,vlr_venda_desconto,status_oms,flg_faturada,flg_aprovada,des_canal_venda_final,fonte_de_trafego_nivel_1,des_midia_canal,des_cupom,flg_pedidos_cd,flg_pedidos_pickup,cpf_hash,cpf_consumidor_full
UN-0,PED-985692521274843765,SKU-8611608481468984874,PAI-8611608481468984874,INDIVIDUAL,2022-04-26,2022-04-26T20:15:09,202206,SEM INFO,MARCA-31,CAT-16,CE,NORDESTE,Caucaia,0,0,0,0.01,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-135,1,,21274843765,21274843765
UN-6,PED-5017775765258290380,SKU-7008112486856096791,PAI-3754988189195031197,COMBO,2022-04-10,2022-04-10T11:45:45,202205,REGULAR,MARCA-7,CAT-3,RJ,SUDESTE,Duque de Caxias,,28.68,25.85,0,1. Faturado,1,1,App,5. Outros,app,CUPOM-313,,,fc621fc4994837ee8a2aad2367973115,15258290380
UN-9,PED-6645173912363096765,SKU-6412085211090730089,PAI-6412085211090730089,INDIVIDUAL,2022-11-28,2022-11-28T20:09:11,202214,REGULAR,MARCA-19,CAT-21,SC,SUL,Balneário Camboriú,0,0.68,0.68,2.91,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-210,1,,c0dbe104efcc6e215dcb1f664bd580bf,72363096765
UN-6,PED-2267300800676150249,SKU-6385226403872754101,PAI-6385226403872754101,INDIVIDUAL,2022-12-27,2022-12-27T23:30:07,202301,SEM INFO,MARCA-36,CAT-13,AL,NORDESTE,Maceió,,,48.17,48.96,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,,1,43683afab0780fc4c66d22e35f0341e7,20676150249
UN-0,PED-555025447686000760,SKU-5973704469642813130,PAI-5973704469642813130,INDIVIDUAL,2022-02-13,2022-02-13T10:52:07,202203,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Mococa,0,30.23,30.23,0,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-277,1,,4d493997f005abd187f880cad41f1f47,47686000760
UN-0,PED-8504379334767546222,SKU-6450384505242668031,PAI-2979620829518257215,combo,2022-11-06,2099-01-01T00:00:00,202216,SEM INFO,MARCA-44,CAT-3,ES,SUDESTE,Guaçuí,0,23.74,23.74,7.99,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-186,1,,93c8fe95e7e2a914062edfa679d8f32d,74767546222
UN-6,PED-1676451370673843498,SKU-7008112486856096791,PAI-3754988189195031197,COMBO,2022-10-29,2022-10-29T13:35:32,202215,REGULAR,MARCA-7,CAT-3,SP,SUDESTE,Bauru,0,20.91,0,8.52,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,bf4ef4704e7ed21a88cb0f54bed9fcb7,50673843498
UN-6,PED-3756511082836706305,SKU-6457289694078209777,PAI-6457289694078209777,INDIVIDUAL,2022-10-19,2022-10-19T20:36:48,202215,REGULAR,MARCA-20,CAT-15,PR,SUL,Uraí,0,123.13,123.13,35.12,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-313,1,,d4df017e27d2b0b7d7bfb99bf19cdf86,12836706305
UN-6,PED-2123361026028473826,SKU-3776709521654384421,PAI-3776709521654384421,INDIVIDUAL,2022-11-24,2022-11-24T23:10:23,202216,REGULAR,MARCA-28,CAT-13,SP,SUDESTE,Embu das Artes,0,30.17,30.17,46.08,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,1,,3f476ee4ef66de64109d24b66e2f4830,36028473826
UN-6,PED-2367392835963708022,SKU-8239991540124006434,PAI-7834766539036221540,combo,2022-02-23,2022-02-23T13:59:08,202203,REGULAR,MARCA-36,CAT-7,SC,SUL,Urussanga,0,28.75,28.75,10.93,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,1,,8b04a3756e3cb1623f95aeb0d13b73c3,85963708022
UN-6,PED-6702148215483609196,SKU-5491775765011410767,PAI-5491775765011410767,INDIVIDUAL,2022-07-20,2022-07-20T10:47:16,202210,REGULAR,MARCA-16,CAT-16,SP,SUDESTE,Poá,0,0,0,28.73,1. Faturado,1,1,Site,2. Não Pagos,(direct),CUPOM-205,1,,02d4111f31d6ad845f0feea49b911a05,55483609196
UN-6,PED-6282801655292711900,SKU-6522170920861751505,PAI-5592776701587247862,COMBO,2022-06-01,2022-06-01T23:05:28,202208,NAMORADOS,MARCA-36,CAT-13,RJ,SUDESTE,Belford Roxo,0,62.95,62.95,26.98,1. Faturado,1,1,App,1. Pagos,rakuten,CUPOM-272,,1,beca5798f5e99ec8dc69816f0c1db08e,35292711900
UN-9,PED-4161064451819168109,SKU-4537134793567068645,PAI-2667163211537729912,COMBO,2022-08-25,2022-08-25T21:46:43,202210,REGULAR,MARCA-19,CAT-13,RJ,SUDESTE,Rio de Janeiro,0,12.95,12.95,17.94,1. Faturado,1,1,Site,5. Outros,,CUPOM-494,1,,61b00fe51ce482ed8cec9b20f411e556,51819168109
UN-6,PED-4113703249382121906,SKU-7296887999359060519,PAI-6679774250285921490,COMBO,2022-03-07,2022-03-07T20:12:51,202204,REGULAR,MARCA-7,CAT-3,GO,CENTRO OESTE,Caldas Novas,,21.48,20.11,8.62,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,,,9287ca1538842b7160c36ec18bda6bdd,89382121906
UN-6,PED-1773474904473168690,SKU-3566971370145270224,PAI-4917446324296001756,COMBO,2022-09-27,2022-09-27T17:07:58,202214,REGULAR,MARCA-4,CAT-13,RS,SUL,Santa Maria,,36.66,36.66,6.47,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-167,,1,e86e058867c345c11fe2deda0c00c767,74473168690
UN-6,PED-3378659930906137366,SKU-2762487996472238149,PAI-2762487996472238149,INDIVIDUAL,2022-11-22,2022-11-22T16:38:48,202216,REGULAR,MARCA-11,CAT-16,SC,SUL,Paulo Lopes,0,0,0,1.44,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-433,1,,389ced95cb759401561967b47428d5eb,90906137366
UN-0,PED-2305753417866169192,SKU-1964110767717344557,PAI-1964110767717344557,individual,2022-08-18,2022-08-18T18:48:38,202212,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Campinas,0,38.15,38.15,7.2,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-244,1,,8aca2129a5804df57f85b0a6de5d0649,47866169192
UN-0,PED-878366999243929203,SKU-5164227081274487655,PAI-5164227081274487655,INDIVIDUAL,2022-07-24,2022-07-24T19:58:04,202211,SEM INFO,MARCA-44,CAT-3,PR,SUL,Curitiba,0,18.14,18.14,7.78,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-258,1,,ff438ffc4935b96b09cb9f90905e34ee,39243929203
UN-9,PED-3943622543814562345,SKU-8057307813246762114,PAI-8057307813246762114,INDIVIDUAL,2022-01-05,2022-01-05T20:58:55,202201,REGULAR,MARCA-19,CAT-19,MG,SUDESTE,Belo Horizonte,0,14.4,13.67,9.3,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-167,1,,1bace34be93001807c60c57ffec22adb,33814562345
UN-6,PED-5889903192099327880,SKU-4700942418889125100,PAI-4700942418889125100,INDIVIDUAL,2022-07-01,2022-07-01T19:37:12,202209,REGULAR,MARCA-4,CAT-13,SP,SUDESTE,Igarapava,0,130.9,130.9,56.16,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,c405850508914746ac4965dfd6546b45,82099327880
UN-6,PED-8484789471661953665,SKU-7938298723815631540,PAI-7938298723815631540,INDIVIDUAL,2022-11-14,2022-11-14T20:10:15,202216,REGULAR,MARCA-36,CAT-13,BA,NORDESTE,Camaçari,,99.11,0,5.22,1. Faturado,1,1,Site,1. Pagos,zanox,CUPOM-481,,1,0679dd5a5abe8f24d89ced9a050553f0,61661953665
UN-6,PED-1092488520291236705,SKU-117392064430788130,PAI-117392064430788130,INDIVIDUAL,2022-04-24,2022-04-24T17:11:26,202206,MAES,MARCA-30,CAT-15,MT,CENTRO OESTE,Cuiabá,-10,107.93,107.93,0,1. Faturado,1,1,Mktp Out,5. Outros,,CUPOM-313,1,,6ee77f59646d4399ed350e3b289ae607,40291236705
UN-6,PED-2568207333432688389,SKU-2848198224321482268,PAI-5013443475768605168,combo,2022-11-16,2022-11-16T19:10:57,202216,REGULAR,MARCA-4,CAT-13,SP,SUDESTE,Caçapava,0,35.05,32.33,0,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,352a33e3ed4c759d2eef2c6941ad5789,13432688389
UN-6,PED-1245170668862343894,SKU-5309651371703241606,PAI-5309651371703241606,INDIVIDUAL,2022-04-02,2022-04-02T21:48:00,202205,REGULAR,MARCA-36,CAT-25,MA,NORDESTE,Buriticupu,,25.13,25.13,6.48,1. Faturado,1,1,App,1. Pagos,google,CUPOM-313,,,2e2aa4028c2b8f2d0c4d2b8b27ed82f2,68862343894
UN-6,PED-8686124465968675157,SKU-798994032191224761,PAI-9064433574456447913,COMBO,2022-05-06,2022-05-06T09:20:22,202206,MAES,MARCA-35,CAT-19,SP,SUDESTE,São Paulo,0,3.42,3.42,1.55,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,d2fff6aca6bdce9804d9e952fde8ee8d,15968675157
UN-6,PED-1669407031414054241,SKU-6373321028117717302,PAI-6373321028117717302,INDIVIDUAL,2022-11-30,2099-01-01T00:00:00,202217,NATAL,MARCA-4,CAT-16,SP,SUDESTE,São Paulo,0,,0,14.33,4. Cancelado,0,0,App,1. Pagos,google,CUPOM-313,1,,7920e21fb6a117be01c66f1fadb956f9,11414054241
UN-0,PED-185227306848742689,SKU-9202426291294852073,PAI-9202426291294852073,INDIVIDUAL,2022-03-10,2022-03-10T20:46:55,202204,SEM INFO,MARCA-44,CAT-16,SP,SUDESTE,Indaiatuba,0,0,0,0.01,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,b822d41589b17396e51a114029e3efb2,26848742689
UN-6,PED-6821878985537591950,SKU-6245527887747817012,PAI-6245527887747817012,INDIVIDUAL,2022-09-06,2022-09-06T13:42:59,202213,REGULAR,MARCA-7,CAT-16,SC,SUL,Cocal do Sul,0,0,0,32.33,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-313,1,,61b78091dc80003cf89bb578e5c88293,45537591950
UN-6,PED-166917369985273625,SKU-3545119471155471838,PAI-3545119471155471838,INDIVIDUAL,2022-05-03,2022-05-03T20:53:23,202206,MAES,MARCA-6,CAT-13,SP,SUDESTE,São Paulo,,56.09,56.09,0,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,,1,80958694cc98772911ca444cb8188a03,49985273625
UN-6,PED-8435216327403166413,SKU-5406549581187156702,PAI-1126017560785210466,COMBO,2022-02-06,2022-02-06T15:02:50,202202,REGULAR,MARCA-13,CAT-22,CE,NORDESTE,Maracanaú,0,29.45,29.45,7.65,1. Faturado,1,1,App,1. Pagos,google,CUPOM-313,1,,78857b97153a7271f4b0a35c74fcc9b1,87403166413
UN-6,PED-8547186965883069474,SKU-570490061971806813,PAI-8628662758692324658,COMBO,2022-09-14,2022-09-14T22:25:26,202213,REGULAR,MARCA-9,CAT-7,SP,SUDESTE,São Paulo,0,20.96,20.96,14.97,1. Faturado,1,1,Site,1. Pagos,livelo,CUPOM-313,1,,d4766be30c45779b7fbd53ea872add6b,15883069474
UN-0,PED-5076352709058649696,SKU-5732016228091247817,PAI-5732016228091247817,individual,2022-11-02,2022-11-02T10:44:02,202216,SEM INFO,MARCA-27,CAT-13,MG,SUDESTE,Belo Horizonte,0,32.11,28.79,0,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,6fb2334c0eb5fc2143a42b7455200fc6,99058649696
UN-0,PED-5592112353585130737,SKU-6450384505242668031,PAI-9127222818433653740,combo,2022-01-26,2022-01-26T10:42:26,202202,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Guarulhos,0,,19.88,6.75,4. Cancelado,0,0,Site,3. CRM,salesforce,CUPOM-313,1,,23426eb73c5bd09821ae0ea8e9594059,73585130737
UN-6,PED-5681867532702224543,SKU-2730986940595472063,PAI-668384015963272324,COMBO,2022-09-15,2022-09-15T11:51:23,202213,REGULAR,MARCA-4,CAT-7,SP,SUDESTE,São Paulo,0,16.14,16.14,11.14,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-292,1,,b4706f2dc37c56aa152c1d0eec6ad45a,52702224543
UN-0,PED-6757088435712695891,SKU-6671993401474629099,PAI-6671993401474629099,individual,2022-08-31,2022-08-31T21:10:19,202213,SEM INFO,MARCA-49,CAT-1,PB,NORDESTE,João Pessoa,0,,0,10.79,4. Cancelado,0,0,Site,3. CRM,salesforce,CUPOM-381,1,,b145a37046c615c6685ed0b650b7fb80,45712695891
UN-6,PED-5695871039666483713,SKU-6073371951779542072,PAI-3576543321641646865,COMBO,2022-03-08,2022-03-08T20:43:55,202204,REGULAR,MARCA-28,CAT-1,PR,SUL,Palotina,0,4.95,4.95,3.31,1. Faturado,1,1,App,1. Pagos,apps.facebook.com,CUPOM-313,1,,0434fb39a65f12af66e072cc132c9562,99666483713
UN-6,PED-7896378037354497945,SKU-3679315625142195207,PAI-3679315625142195207,INDIVIDUAL,2022-03-24,2022-03-24T13:00:44,202204,REGULAR,MARCA-31,CAT-16,RJ,SUDESTE,Niterói,,0,0,32.33,1. Faturado,1,1,App,1. Pagos,zanox,CUPOM-134,,1,3fd14b67bb1ed0b780c23d5fb09e556b,77354497945
UN-6,PED-434818229651504595,SKU-6373321028117717302,PAI-6373321028117717302,individual,2022-12-03,2022-12-03T11:28:56,202217,NATAL,MARCA-4,CAT-16,MG,SUDESTE,Sabará,0,0,0,14.33,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-299,1,,03218f2d40c82690f8a1e3a59e725122,69651504595
UN-6,PED-7136974303457308893,SKU-4089150187699517321,PAI-4089150187699517321,INDIVIDUAL,2022-11-21,2022-11-21T21:27:05,202216,REGULAR,MARCA-29,CAT-13,SP,SUDESTE,Itupeva,0,103.28,103.28,112.57,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-161,1,,015eab6a1a1f44e877082a3a41d3a086,53457308893
UN-6,PED-6515358528904461948,SKU-3714016120365204454,PAI-3714016120365204454,INDIVIDUAL,2022-12-27,2022-12-27T11:55:58,202301,SEM INFO,MARCA-4,CAT-16,AM,NORTE,Manaus,0,,0,28.73,4. Cancelado,0,0,App,2. Não Pagos,(direct),CUPOM-313,1,,0b71f3706dc1767ad31e07cf61966b9e,58904461948
UN-0,PED-6106087948046944367,SKU-4116046053889233586,PAI-4116046053889233586,INDIVIDUAL,2022-04-06,2022-04-06T12:24:00,202206,SEM INFO,MARCA-23,CAT-13,AC,NORTE,Rio Branco,0,0,0,21.59,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,ba28f1090c280a8c1b93c00261c63ade,68046944367
UN-6,PED-7593912929227647809,SKU-7292148248974718793,PAI-7292148248974718793,INDIVIDUAL,2022-03-21,2022-03-21T14:53:58,202204,REGULAR,MARCA-36,CAT-13,MG,SUDESTE,Uberaba,,107.93,107.93,0,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,,,5eac220687a0cd5e4c1d2bd30e7ec34e,39227647809
UN-6,PED-3512178753893340874,SKU-777600184118211801,PAI-777600184118211801,INDIVIDUAL,2022-01-03,2022-01-03T13:05:45,202201,REGULAR,MARCA-16,CAT-7,MG,SUDESTE,Machado,0,27.29,27.29,12.24,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,f6ac5f80cb4176c721a2e1f06164f456,43893340874
UN-6,PED-6319421065938163847,SKU-4362253387053748276,PAI-4362253387053748276,INDIVIDUAL,2022-04-28,2022-04-28T22:14:28,202206,MAES,MARCA-30,CAT-13,PE,NORDESTE,Recife,,78.34,71.21,7.92,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,,,0603f2fdcffa8a9a7eb1d87b2d5ffa86,65938163847
UN-6,PED-5681867532702224543,SKU-8723320659852720014,PAI-8723320659852720014,INDIVIDUAL,2022-09-15,2022-09-15T11:51:23,202213,REGULAR,MARCA-20,CAT-16,SP,SUDESTE,São Paulo,0,0,0,2.38,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-292,1,,b4706f2dc37c56aa152c1d0eec6ad45a,52702224543
UN-6,PED-1067974825541098039,SKU-7105741501444994625,PAI-3310153200354091846,COMBO,2022-09-11,2022-09-11T12:10:29,202213,REGULAR,MARCA-9,CAT-3,RS,SUL,Canoas,0,32.95,32.95,0.82,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,2e052cad4177132c4df64519db18837d,95541098039
UN-6,PED-8079599578255066234,SKU-1036958645111868892,PAI-1036958645111868892,individual,2022-08-07,2022-08-07T15:45:59,202211,PAIS,MARCA-7,CAT-3,MG,SUDESTE,Nanuque,0,48.38,48.38,14.91,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,fe766820865d69120ac9fe11ec045cfc,68255066234
UN-0,PED-6286549163122450619,SKU-3671589241996647231,PAI-3671589241996647231,individual,2022-11-22,2022-11-22T17:22:20,202216,SEM INFO,MARCA-23,CAT-13,MG,SUDESTE,Uberlândia,0,20.3,16.19,16.2,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-313,1,,e8fd85cfae4207333e789cb3eb762821,33122450619
UN-6,PED-6780584990203452752,SKU-8098156242671804831,PAI-8098156242671804831,INDIVIDUAL,2022-12-06,2022-12-06T11:03:11,202217,NATAL,MARCA-20,CAT-16,SP,SUDESTE,Estiva Gerbi,0,0,0,57.53,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,1,,46a81a4ffb3a2ca180bad3fdcce85b00,30203452752
UN-6,PED-7556258899093972278,SKU-8157757819288249275,PAI-8157757819288249275,individual,2022-11-12,2022-11-12T15:51:21,202216,REGULAR,MARCA-0,CAT-13,MS,CENTRO OESTE,Cassilândia,0,107.86,107.86,72,1. Faturado,1,1,Site,2. Não Pagos,google,CUPOM-313,1,,b1897e707e58b7c58b673cae2ddb9a08,29093972278
UN-6,PED-2878564246326687626,SKU-7566743210975282934,PAI-7566743210975282934,individual,2022-07-15,2022-07-15T14:22:24,202210,REGULAR,MARCA-6,CAT-13,SP,SUDESTE,Indaiatuba,,68.33,68.33,0,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-313,,1,cf69943ef444dd228f04f853080bcb96,26326687626
UN-6,PED-1214966330124255290,SKU-4181432607408064093,PAI-4181432607408064093,INDIVIDUAL,2022-10-05,2022-10-05T11:29:36,202214,REGULAR,MARCA-31,CAT-13,SP,SUDESTE,Osasco,0,126.19,126.19,10.54,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-200,1,,421a344055852942d38281f4204445a7,90124255290
UN-0,PED-8662302880737661538,SKU-8611608481468984874,PAI-8611608481468984874,INDIVIDUAL,2022-10-07,2022-10-07T07:56:17,202214,SEM INFO,MARCA-31,CAT-16,SP,SUDESTE,Paulínia,0,0,0,0.01,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-244,1,,8c0a6404e08f157c6ec530b7df6d4f26,80737661538
UN-6,PED-1278746082728210734,SKU-5870299417712910737,PAI-5870299417712910737,INDIVIDUAL,2022-11-07,2022-11-07T20:05:28,202216,REGULAR,MARCA-4,CAT-13,SP,SUDESTE,Barra Bonita,,36.66,36.66,6.47,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-336,,1,7fed95e333539c6d2cb96fb2d918b7cb,82728210734
UN-6,PED-5877530590984189677,SKU-2515471277911846815,PAI-2515471277911846815,INDIVIDUAL,2022-11-01,2022-11-01T21:06:08,202216,REGULAR,MARCA-7,CAT-16,BA,NORDESTE,Barreiras,,0,0,21.53,1. Faturado,1,1,App,2. Não Pagos,google-play,CUPOM-313,,1,b1e61ad976985d4de62bc65e91a65086,50984189677
UN-6,PED-2076661611452504297,SKU-9114434577369394867,PAI-9114434577369394867,INDIVIDUAL,2022-01-05,2022-01-05T16:31:38,202201,REGULAR,MARCA-30,CAT-13,RS,SUL,Alvorada,0,,43.13,43.2,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,1,,01bde3a45313ad39df5663a55d20542d,91452504297
UN-6,PED-3106496904909702533,SKU-7008112486856096791,PAI-957726716871734743,COMBO,2022-01-09,2022-01-09T18:02:18,202201,REGULAR,MARCA-7,CAT-3,SP,SUDESTE,São Paulo,0,24.01,22.86,7.69,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,aeb1a7d2f50b07ad7d7627fe2cc46cb5,34909702533
UN-6,PED-1369471687243538688,SKU-2730986940595472063,PAI-668384015963272324,COMBO,2022-09-15,2022-09-15T13:51:08,202213,REGULAR,MARCA-4,CAT-7,PE,NORDESTE,Santa Cruz do Capibaribe,,16.14,16.14,11.14,1. Faturado,1,1,App,3. CRM,salesfoce,CUPOM-313,,1,c37a6144dd9511ad0059029f4f22c050,17243538688
UN-6,PED-1409561990821161933,SKU-2061360025583914980,PAI-2061360025583914980,INDIVIDUAL,2022-11-15,2022-11-15T14:58:56,202216,REGULAR,MARCA-9,CAT-2,SP,SUDESTE,Palmital,0,40.25,40.25,0,1. Faturado,1,1,Mktp Out,5. Outros,,CUPOM-313,1,,6fd0a0008d53c2f55252953e62991a8e,90821161933
UN-6,PED-5007724604894991672,SKU-5563233336852803922,PAI-5563233336852803922,INDIVIDUAL,2022-05-25,2022-05-25T23:54:20,202208,NAMORADOS,MARCA-27,CAT-7,RJ,SUDESTE,Itaguaí,0,,64.01,11.52,4. Cancelado,0,0,Site,4. Brand Awareness,google,CUPOM-313,1,,7b8e0bfd71171b8946c1eba7ba01482e,54894991672
UN-6,PED-4416685595600347648,SKU-7296887999359060519,PAI-7589433524346338269,combo,2022-09-19,2022-09-19T14:53:15,202214,REGULAR,MARCA-7,CAT-3,SP,SUDESTE,Santo André,,27.19,27.19,1.54,1. Faturado,1,1,Site,3. CRM,salesforce,CUPOM-313,,,780884628305c3781f7b97e241074e93,45600347648
UN-6,PED-1245170668862343894,SKU-3932051042242978721,PAI-3932051042242978721,INDIVIDUAL,2022-04-02,2022-04-02T21:48:00,202205,REGULAR,MARCA-36,CAT-7,MA,NORDESTE,Buriticupu,,23.69,23.69,0,1. Faturado,1,1,App,1. Pagos,google,CUPOM-313,,,2e2aa4028c2b8f2d0c4d2b8b27ed82f2,68862343894
UN-6,PED-4783756329473211905,SKU-7091301696702572560,PAI-7091301696702572560,individual,2022-02-12,2022-02-12T18:35:48,202202,REGULAR,MARCA-16,CAT-13,MT,CENTRO OESTE,Colíder,,86.34,86.34,21.59,1. Faturado,1,1,Site,1. Pagos,zanox,CUPOM-447,,,a59524c275cd69a9e139f63b3a3e9812,19473211905
UN-6,PED-5681867532702224543,SKU-8444603579525193452,PAI-8444603579525193452,individual,2022-09-15,2022-09-15T11:51:23,202213,REGULAR,MARCA-39,CAT-16,SP,SUDESTE,São Paulo,0,0,0,1.19,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-292,1,,b4706f2dc37c56aa152c1d0eec6ad45a,52702224543
UN-6,PED-5681867532702224543,SKU-7942540019865954920,PAI-7942540019865954920,INDIVIDUAL,2022-09-15,2022-09-15T11:51:23,202213,REGULAR,MARCA-9,CAT-16,SP,SUDESTE,São Paulo,0,0,0,1.19,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-292,1,,b4706f2dc37c56aa152c1d0eec6ad45a,52702224543
UN-6,PED-190452308380708220,SKU-4952501289619440929,PAI-4952501289619440929,INDIVIDUAL,2022-11-09,2022-11-09T16:16:33,202216,REGULAR,MARCA-4,CAT-16,MG,SUDESTE,Ribeirão das Neves,0,0,0,18.65,1. Faturado,1,1,App,3. CRM,Firebase,CUPOM-313,1,,4e4869573c8c88435d3ee7d735191f6b,78380708220
UN-6,PED-2118158564976413151,SKU-6031901721553681269,PAI-6031901721553681269,INDIVIDUAL,2022-08-21,2022-08-21T18:57:41,202212,REGULAR,MARCA-28,CAT-13,GO,CENTRO OESTE,Luziânia,0,35.28,35.28,0.64,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,9911ce6f049965bc122cc6c14d2e8d85,24976413151
UN-9,PED-6645173912363096765,SKU-7664824666661505245,PAI-7664824666661505245,individual,2022-11-28,2022-11-28T20:09:11,202214,REGULAR,MARCA-19,CAT-13,SC,SUL,Balneário Camboriú,0,13.61,13.61,15.12,1. Faturado,1,1,Site,1. Pagos,google,CUPOM-210,1,,c0dbe104efcc6e215dcb1f664bd580bf,72363096765
UN-6,PED-4556019755591939377,SKU-8894558097697499252,PAI-4554515892384540155,COMBO,2022-11-07,2022-11-07T09:15:12,202216,REGULAR,MARCA-4,CAT-3,PR,SUL,Curitiba,0,7.45,7.45,11.28,1. Faturado,1,1,Mktp In,5. Outros,,CUPOM-313,1,,025efb6203f60c488922438c064a934f,75591939377
UN-0,PED-2305753417866169192,SKU-5251189123100940537,PAI-5251189123100940537,INDIVIDUAL,2022-08-18,2022-08-18T18:48:38,202212,SEM INFO,MARCA-44,CAT-3,SP,SUDESTE,Campinas,0,25.19,25.19,14.4,1. Faturado,1,1,Site,1. Pagos,facebook,CUPOM-244,1,,8aca2129a5804df57f85b0a6de5d0649,47866169192
UN-6,PED-508378799501007295,SKU-1912900522354761406,PAI-1912900522354761406,INDIVIDUAL,2022-07-13,2022-07-13T16:06:38,202210,REGULAR,MARCA-47,CAT-13,PI,NORDESTE,Teresina,0,64.65,56.97,61.76,1. Faturado,1,1,App,1. Pagos,facebook,CUPOM-313,1,,307c8a73a943c30117e403c34796f0b0,39501007295
UN-6,PED-5411401882663385701,SKU-784101215454793187,PAI-784101215454793187,INDIVIDUAL,2022-11-25,2022-11-25T00:55:24,202216,REGULAR,MARCA-30,CAT-13,SP,SUDESTE,São Paulo,0,43.13,43.13,43.2,1. Faturado,1,1,App,3. CRM,salesforce,CUPOM-313,1,,2116d20e86bb698754dc2eb6bfcef55b,62663385701
UN-6,PED-851642322976458215,SKU-4722306539825235718,PAI-4250557082643883012,COMBO,2022-02-14,2022-02-14T17:26:41,202203,REGULAR,MARCA-14,CAT-9,SP,SUDESTE,Santo André,,13.84,13.84,10.57,1. Faturado,1,1,App,1. Pagos,google,CUPOM-313,,1,634db246f02337ccc88b346ce8b22060,52976458215
UN-6,PED-3803715891069183593,SKU-7148732363996079877,PAI-7148732363996079877,INDIVIDUAL,2022-11-12,2022-11-12T12:40:35,202216,REGULAR,MARCA-9,CAT-25,SC,SUL,Tubarão,0,17.21,17.21,11.52,1. Faturado,1,1,Site,1. Pagos,rakuten,CUPOM-126,1,,1e609cb6c071a60e791282659f2fb73b,91069183593
UN-6,PED-1956288224792264395,SKU-6854452767995047220,PAI-8730356813188017183,COMBO,2022-07-16,2022-07-16T14:01:10,202210,REGULAR,MARCA-9,CAT-7,SC,SUL,Blumenau,0,26.07,26.07,9.86,1. Faturado,1,1,App,2. Não Pagos,(direct),CUPOM-313,1,,0d375fa4bfd4dc56b539ae683533286f,84792264395
UN-6,PED-8530124382035640142,SKU-5612139437685232832,PAI-5612139437685232832,individual,2022-11-09,2022-11-09T08:02:40,202216,REGULAR,MARCA-46,CAT-13,MG,SUDESTE,Belo Horizonte,0,36.92,36.92,27.81,1. Faturado,1,1,Site,4. Brand Awareness,google,CUPOM-313,1,,5ce2835ce4b5bae8463a2d22536374db,82035640142
